sample_id,question_id,dataset_name,split_name,correct_or_not,hallucinated_or_not,generated_answer,ground_truth_answer,max_r,mean_r,max_entropy,mean_entropy,trigger_layer,trigger_step,pt_path
1901,1901,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7109375,0.7327835648148148,11.9375,4.782026340133578,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1901.pt
411,411,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7358217592592593,11.9375,4.899069439792396,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/411.pt
2655,2655,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.671875,0.7378472222222222,11.9375,4.845016715763664,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2655.pt
1154,1154,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7316261574074074,11.9375,5.392762257435983,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1154.pt
2656,2656,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7378472222222222,11.9375,5.3036309630238225,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2656.pt
1902,1902,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7109375,0.7327835648148148,11.9375,5.214105003474476,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1902.pt
412,412,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7358217592592593,11.9375,5.531276935658315,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/412.pt
1155,1155,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7316261574074074,11.9375,4.974005823055043,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1155.pt
2657,2657,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.671875,0.7378472222222222,11.9375,4.802691216805184,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2657.pt
1903,1903,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7219328703703703,11.9375,4.782409858819678,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1903.pt
413,413,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7358217592592593,11.9375,4.825455782617948,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/413.pt
2658,2658,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.7378472222222222,11.9375,5.297637763949062,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2658.pt
1156,1156,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7316261574074074,11.9375,5.259735141408625,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1156.pt
1904,1904,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7219328703703703,11.9375,5.217477415641168,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1904.pt
414,414,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7358217592592593,11.9375,5.340936475416859,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/414.pt
2659,2659,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6875,0.7527488425925926,11.9375,5.2327756484230825,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2659.pt
1157,1157,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7316261574074074,11.9375,4.77650333925127,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1157.pt
415,415,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6484375,0.7423321759259259,11.9375,4.68564470100672,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/415.pt
1905,1905,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7219328703703703,11.9375,4.898174652864153,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1905.pt
2660,2660,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7527488425925926,11.9375,5.179489065718685,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2660.pt
1158,1158,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7316261574074074,11.9375,5.422848407309584,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1158.pt
416,416,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6484375,0.7423321759259259,11.9375,5.349156734789396,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/416.pt
1906,1906,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7219328703703703,11.9375,5.343894531351093,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1906.pt
2661,2661,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6875,0.7527488425925926,11.9375,5.352364472329139,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2661.pt
1159,1159,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7206307870370371,11.9375,4.827316625351237,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1159.pt
417,417,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6484375,0.7423321759259259,11.9375,4.895987854834052,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/417.pt
2662,2662,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7527488425925926,11.9375,5.287090448133282,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2662.pt
1907,1907,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7219328703703703,11.9375,4.832642800999895,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1907.pt
1160,1160,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7206307870370371,11.9375,5.2717811543275435,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1160.pt
418,418,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6484375,0.7423321759259259,11.9375,5.161276821935989,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/418.pt
2663,2663,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7527488425925926,11.9375,4.7891072137206665,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2663.pt
1908,1908,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7219328703703703,11.9375,5.410374798923872,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1908.pt
1161,1161,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7206307870370371,11.9375,4.907708537183588,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1161.pt
419,419,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6484375,0.7423321759259259,11.9375,4.695692380631578,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/419.pt
2664,2664,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7527488425925926,11.9375,5.212020641903956,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2664.pt
1909,1909,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7035590277777778,11.9375,4.951334723267668,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1909.pt
1162,1162,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7206307870370371,11.9375,5.348149814275656,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1162.pt
420,420,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6484375,0.7423321759259259,11.9375,5.176777938759297,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/420.pt
2665,2665,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7349537037037037,11.9375,4.912541001102315,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2665.pt
1910,1910,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7035590277777778,11.9375,5.316815546798823,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1910.pt
1163,1163,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7206307870370371,11.9375,4.818712672403737,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1163.pt
421,421,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7734375,11.9375,4.813014768650121,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/421.pt
2666,2666,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7349537037037037,11.9375,5.338967766826186,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2666.pt
1911,1911,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.71875,0.7035590277777778,11.9375,5.357875281514272,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1911.pt
422,422,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7734375,11.9375,5.178392509772281,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/422.pt
1164,1164,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7206307870370371,11.9375,5.2640453913785485,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1164.pt
2667,2667,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.703125,0.7349537037037037,11.9375,5.315292233250463,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2667.pt
1912,1912,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7035590277777778,11.9375,5.3631441924468035,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1912.pt
423,423,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7734375,11.9375,4.878113699000111,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/423.pt
1165,1165,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7408854166666666,11.9375,4.966686390629738,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1165.pt
2668,2668,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7349537037037037,11.9375,5.253979025731279,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2668.pt
1913,1913,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7035590277777778,11.9375,4.725110725586328,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1913.pt
424,424,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7734375,11.9375,5.20042581058555,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/424.pt
1166,1166,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7408854166666666,11.9375,5.4190184620866635,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1166.pt
2669,2669,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.703125,0.7349537037037037,11.9375,4.725353422073099,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2669.pt
1914,1914,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7035590277777778,11.9375,5.288137426232175,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1914.pt
425,425,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7734375,11.9375,4.675055262313827,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/425.pt
1167,1167,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.71875,0.7408854166666666,11.9375,5.359107487124957,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1167.pt
2670,2670,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.703125,0.7349537037037037,11.9375,5.294457962087673,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2670.pt
426,426,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7734375,11.9375,5.269401545284602,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/426.pt
1915,1915,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7184606481481481,11.9375,4.924848567821318,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1915.pt
1168,1168,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7408854166666666,11.9375,5.351526966605011,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1168.pt
2671,2671,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7524594907407407,11.9375,4.934757568052507,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2671.pt
427,427,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7456597222222222,11.9375,4.906566493328778,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/427.pt
1916,1916,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7184606481481481,11.9375,5.4399123201811594,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1916.pt
1169,1169,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.71875,0.7408854166666666,11.9375,5.28134064352745,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1169.pt
2672,2672,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7524594907407407,11.9375,5.295459276065795,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2672.pt
428,428,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7456597222222222,11.9375,5.326725940681204,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/428.pt
1917,1917,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7184606481481481,11.9375,4.912591343371264,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1917.pt
1170,1170,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7408854166666666,11.9375,5.3531572934351,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1170.pt
2673,2673,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6875,0.7524594907407407,11.9375,5.282636478641639,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2673.pt
429,429,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7456597222222222,11.9375,4.787759276575627,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/429.pt
1918,1918,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7184606481481481,11.9375,5.311473709466774,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1918.pt
1171,1171,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.71875,0.7375578703703703,11.9375,5.199391276290828,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1171.pt
2674,2674,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7524594907407407,11.9375,5.233164943899064,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2674.pt
430,430,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7456597222222222,11.9375,5.354936209666636,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/430.pt
1919,1919,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.71875,0.7184606481481481,11.9375,5.353443332106542,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1919.pt
1172,1172,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7375578703703703,11.9375,5.310826525952193,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1172.pt
2675,2675,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7524594907407407,11.9375,4.7147794839766,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2675.pt
431,431,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7456597222222222,11.9375,4.750959537786606,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/431.pt
1920,1920,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7184606481481481,11.9375,5.557866382762863,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1920.pt
1173,1173,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.71875,0.7375578703703703,11.9375,5.212188336630099,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1173.pt
2676,2676,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7524594907407407,11.9375,5.275236300305174,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2676.pt
432,432,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7456597222222222,11.9375,5.352304351809552,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/432.pt
1921,1921,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7125289351851852,11.9375,4.932885576658017,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1921.pt
1174,1174,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7375578703703703,11.9375,5.391512032734807,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1174.pt
2677,2677,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.671875,0.74609375,11.9375,4.895934471792598,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2677.pt
433,433,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7526041666666666,11.9375,4.958009323207219,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/433.pt
1922,1922,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7125289351851852,11.9375,5.273407134604802,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1922.pt
2678,2678,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.74609375,11.9375,5.170369532618397,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2678.pt
1175,1175,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.71875,0.7375578703703703,11.9375,4.822829019611492,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1175.pt
434,434,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7526041666666666,11.9375,5.364353674735648,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/434.pt
1923,1923,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7125289351851852,11.9375,4.9143493770645374,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1923.pt
2679,2679,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.671875,0.74609375,11.9375,5.326371770647303,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2679.pt
1176,1176,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.71875,0.7375578703703703,11.9375,5.425827492293138,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1176.pt
435,435,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.734375,0.7526041666666666,11.9375,5.384672094650312,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/435.pt
2680,2680,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.74609375,11.9375,5.271289964794583,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2680.pt
1924,1924,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7125289351851852,11.9375,5.2989675912576795,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1924.pt
1177,1177,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7374131944444444,11.9375,4.864850295330426,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1177.pt
436,436,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7526041666666666,11.9375,5.351768345139011,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/436.pt
2681,2681,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.671875,0.74609375,11.9375,5.2164950331731745,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2681.pt
1925,1925,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.734375,0.7125289351851852,11.9375,5.346331527740159,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1925.pt
1178,1178,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7374131944444444,11.9375,5.268217367856466,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1178.pt
437,437,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7526041666666666,11.9375,4.8380478826748785,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/437.pt
2682,2682,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.671875,0.74609375,11.9375,5.216833963881699,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2682.pt
1926,1926,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7125289351851852,11.9375,5.385883812752707,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1926.pt
1179,1179,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6875,0.7374131944444444,11.9375,5.306576528011396,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1179.pt
438,438,coco_POPE_random,coco_POPE_random,0,1,"Yes,",no,1.734375,0.7526041666666666,11.9375,4.892004167597281,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/438.pt
2683,2683,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.6875,0.7501446759259259,11.9375,4.845273866695042,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2683.pt
1927,1927,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.7421875,0.7274305555555556,11.9375,5.039802569656825,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1927.pt
1180,1180,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7374131944444444,11.9375,5.35783971924082,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1180.pt
439,439,coco_POPE_random,coco_POPE_random,1,0,"Yes,",yes,1.734375,0.7233796296296297,11.9375,4.893997236725446,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/439.pt
2684,2684,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7501446759259259,11.9375,5.340988102873184,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2684.pt
1928,1928,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.7421875,0.7274305555555556,11.9375,5.480539970948626,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1928.pt
1181,1181,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6875,0.7374131944444444,11.9375,5.40599824676411,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1181.pt
440,440,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.734375,0.7233796296296297,11.9375,5.31262438313294,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/440.pt
2685,2685,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.6875,0.7501446759259259,11.9375,5.287495826520751,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/2685.pt
1929,1929,coco_POPE_random,coco_POPE_random,0,1,"No,",yes,1.7421875,0.7274305555555556,11.9375,5.459464645743828,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1929.pt
1182,1182,coco_POPE_random,coco_POPE_random,1,0,"No,",no,1.6875,0.7374131944444444,11.9375,5.277334115283622,28,1,/mnt/data/ssz/mr/results/Qwen2.5-VL/pope/base/analysis/coco_POPE_random/1182.pt
